No,NaptanCode,CommonName
1972,73727939,War Memorial
1973,73727862,Bogside Road
1974,73727859,Bogside Road
1975,73727858,George Place
1976,73727648,Bells Sports Centre
1977,73727929,Club
1978,73727538,Latchburn Wynd
1979,73727539,Latchburn Wynd
1980,73727537,Abbey Road
1981,73727823,Eastbound Slip Road
1982,73727926,St Marys Court
1983,73727549,DEL-Thornhill Street
1984,73727835,Newhall Street
1985,73727838,Graham Court
1986,73727685,RDM School South
1987,73727528,Back Dykes Road
1988,73727529,Hillwood
1989,73727548,Southfield
1990,73727562,Cemetery
1991,73727672,Mayfield Road
1992,73727683,Bus Depot
1993,73727643,Bowerswell Road
1994,73727627,Bus Station
1995,73727649,Black Watch Museum
1996,73727646,DEL-Tourist Information Centre
1997,73727527,Vane Farm Car Park
1998,73727676,Station Road
1999,73727682,Fishers
2000,73727693,Austen way
2001,73727692,Austen Way
2002,73727687,Spoutwells Place
2003,73727654,DEL-Brands Brae
2004,73727689,Lime Grove
2005,73727675,Inveralmond Road
2006,73727637,Hatton View
2007,73727624,Viewlands House
2008,73727629,Glover Court
2009,73727632,DEL-Glover Court
2010,73727694,Hatton Road
2011,73727625,Cairn
2012,73727598,West Acre
2013,73727623,West Acre
2014,73727626,Cairn
2015,73727828,Village
2016,73727827,Village
2017,73727563,Heughfield Road
2018,73727526,Broom Farm
2019,73727652,Errol Station
2020,73727653,Errol Station
2021,73727952,Telephone Exchange
2022,73727953,Telephone Exchange
2023,73727948,Crieff Road
2024,73728682,King Street
2025,73727978,Inveralmond Grove
2026,73735757,Ruthvenfield Place
2027,73728249,Springbank
2028,73727984,Springbank
2029,73728374,Altamount Road
2030,73728258,Smithfield Way
2031,73728456,Cablea
2032,73727987,Cablea
2033,73728489,Corrymuckloch
2034,73727973,Corrymuckloch
2035,73757436,Park and Ride
2036,73757232,Foulford Inn
2037,73757637,Foulford Inn
2038,73757325,Gatehouse
2039,73757924,Gatehouse
2040,73732754,Bowton Road
2041,73729759,Montgomery Road
2042,73732453,Myre Terrace
2043,73728765,Myre Terrace
2044,73736575,Post Office
2045,73734943,Hotel
2046,73728643,Chalder Cottage
2047,73729346,Chalder Cottage
2048,73727967,Learan Farm
2049,73728735,Learan Farm
2050,73728585,Aulich
2051,73728693,Aulich
2052,73729424,Lynton Farm
2053,73729826,Lynton Farm
2054,73728292,Stewart Tower
2055,73728942,Stewart Tower
2056,73728236,Berrydale Road
2057,73728349,Park and Ride
2058,73728549,Duntaggart Road End
2059,73728359,Duntaggart Road End
2060,73728674,Airlie Court
2061,73728989,Airlie Court
2062,73728789,St Margarets Hosp Grounds
2063,73728473,Drummond Terrace
2064,73728747,Coldwells Road
2065,73729275,Connaught Terrace
2066,73728753,Turning Circle
2067,73728925,Aldie Road End
2068,73729326,Aldie Road End
2069,73729539,Templemill Road End
2070,73729769,Templemill Road End
2071,73728958,Castleton
2072,73729253,Campers Express Bus Stop
2073,73729323,Festival Bus Station
2074,73729389,Road End
2075,73765438,Quarterbank
2076,73769393,Greystane Terrace
2077,73753573,Hames Place
2078,73793828,Tayside crescent
2079,73793272,Wester Feddal Farm
2080,73762672,Glassick Farm
2081,73757628,Logie Mill
2082,73798975,Logie Mill
2083,73753757,Linton Terrace
2084,73769465,Burnbank
2085,73769537,Craiglea Road
2086,73739876,Clayton Road
2087,73728482,Abbey Road
2088,73729435,Abbey Road
2089,73728728,Hawthorn Bank
2090,73745873,Hawthorn Bank
2091,73728932,Hunter Crescent
2092,73745892,Memorial Park
2093,73732687,Park Road
2094,73728538,Boniface Road
2095,73745959,Burnside Road
2096,73729573,Cairncross Cottage
2097,73762694,Cairncross Cottage
2098,73729872,Easter Meikle Fardle
2099,73745893,Easter Meikle Fardle
2100,73729246,Findatie Cafe
2101,73765296,DEL-Findatie
2102,73754963,Tesco
2103,73795969,Hames Place
2104,73748749,Rosamunde Pilcher Drive
2105,73765464,Rosamunde Pilcher Drive
2106,73742375,Tullybaccart Farm
2107,73798538,Tayside Crescent
2108,73728474,Quarterbank
2109,73732374,Greystane Terrace
2110,73745865,McDiarmid Park
2111,73739858,Transport Hub
2112,73793292,West PUDO
2113,73769468,T in The Park Bus Station
2114,73729386,Ash Grove
2115,73729387,Fairhill Crescent
2116,73729392,Brands Brae
2117,73729393,Buchan Drive
2118,73729394,Glenearn Court
2119,73729395,Clydesdale Court
2120,73729396,Scouring Burn
2121,73729397,Old Gallows Road
2122,73729398,Ballindean Farm
2123,73729423,Beechgrove Drive
2124,73729426,Ambulance Depot
2125,73729427,Muirend Road
2126,73729428,Ochil Nursing Home
2127,73729429,NOT USED
2128,73729432,Dryburgh Crescent
2129,73729434,Traquair Gardens
2130,73729436,Ash Grove
2131,73729437,Dental Surgery
2132,73729438,Dental Surgery
2133,73729439,Broxden House
2134,73729452,Innerleithen Way
2135,73729453,Viewlands Road
2136,73729454,Juniper Place
2137,73729456,Lochie Brae
2138,73729457,Broxden Park+Ride
2139,73729459,Abbotsford Crescent
2140,73729462,Redstone Crossroads
2141,73729463,Redstone Crossroads
2142,73729464,Kinrossie road end
2143,73729465,Kinrossie road end
2144,73729467,Dowally
2145,73729468,Dowally
2146,73729469,Moulin Crescent
2147,73729472,Tweedsmuir Road
2148,73729473,Leny Road
2149,73729474,Kinmond Drive
2150,73729475,Kinmond Drive
2151,73729476,Wester Tarsappie
2152,73729478,Wester Tarsappie
2153,73729479,Rhynd
2154,73729482,Rhynd
2155,73729483,Rhynd Lane
2156,73729484,Rhynd Lane
2157,73729485,Grange of Elcho
2158,73729486,Grange of Elcho
2159,73729487,Mains of Kinmonth
2160,73729492,Mains of Kinmonth
2161,73729493,Tay Avenue
2162,73729494,Mackenzie Drive
2163,73729495,Mackenzie Drive
2164,73729496,Rashiehall
2165,73729497,Rashiehall
2166,73729498,Town Hall
2167,73729523,Post Office
2168,73729524,Earn Place
2169,73729525,Polinard
2170,73729526,Lennoch Circle
2171,73729527,Gowanlea Place
2172,73729528,The Paddock
2173,73729529,Dukes Road
2174,73729532,The Ross
2175,73729534,Laggan Park
2176,73729535,Charlotte Gate
2177,73729536,Charlotte Gate
2178,73729537,Gardeners Cottage
2179,73729538,Gardeners Cottage
2180,73729542,Ardlarich Farm
2181,73729543,Ardlarich Farm
2182,73729545,Gaur Cottage
2183,73729546,Gaur Cottage
2184,73729547,Rannoch Lodge
2185,73729548,Rannoch Lodge
2186,73729549,Camusericht
2187,73729562,Camusericht
2188,73729563,Eaglesfield
2189,73729564,Hilton View
2190,73729565,Hilton View
2191,73729567,Crematorium
2192,73729568,Crematorium
2193,73729569,Dalweem
2194,73729572,Duntaylor Avenue
2195,73745632,Muirton
2196,73728278,Bertha Park
2197,73757647,Double Dykes
2198,73765494,Fishers
2199,73798979,Inveralmond Road
2200,73784529,Inveralmond Grove
2201,73769486,Inveralmond Close
2202,73796267,Double Dykes
2203,73729574,Ruthvenfield Avenue
2204,73729575,Ruthvenfield Avenue
2205,73732856,Sycamore Ave
2206,73732857,Eastmill Farm
2207,73732858,Kirkfield Place
2208,73732843,Canmore Place
2209,73732845,Elcho Green
2210,73732846,Eagle Avenue
2211,73732847,Southlands road
2212,73732848,Kincardine Road
2213,73732849,Montrose Road
2214,73732852,Grand Eagles
2215,73732853,Grampian Avenue
2216,73732854,Strathearn House
2217,73728279,ALDI
2218,73742583,Parkdale
2219,73745869,Castleton Park
2220,73769529,Benton Road
2221,73746372,Lochran Farm
2222,73753946,Lochran Farm
2223,73728294,Blairfordel Farm
2224,73747482,Blairfordel Farm
2225,73747392,Greenacres
2226,73736382,Greenacres
2227,73749268,Madoch Centre
2228,73762592,Madoch Centre
2229,73729576,Market Square
2230,73729578,Orchard Brae
2231,73729579,Kenmore Street
2232,73729582,Orchard Brae
2233,73729583,Orchard Brae
2234,73752468,Maidenplain Place
2235,73729584,Maidenplain Place
2236,73729585,Ruthven Towers
2237,73764294,Auld Mart Road
2238,73728428,Auld Mart Road
2239,73729586,Old Edinburgh Road
2240,73729587,Scouring Burn
2241,73729589,Dunan
2242,73729592,Broxden Park+Ride
